product_name,permit_number,permit_type,crop,target,purpose,dose,dose_unit,spray_volume,spray_volume_unit,bbch_min,bbch_max,treatment_time,phi,max_treatments,min_interval_days,expiry_date,latest_document,source_pdf,issue_reason
Taifun Forte,04.2/4885-1/2012,alapengedely,Héjas gyümölcsűek (min. 3 éves),Magról kelő egy- és kétszikű gyomok Évelő egy- és kétszikű gyomok,gyomirtó szer,"2,0-3,0 4,0-6,0",,,l/ha,,,"hajtásnövekedés kezdetéig, szüret után",,2,60,,Taifun Forte mód 2026.02.10.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348529236es348520493&documentName=Taifun+Forte+m%c3%b3d+2026.02.10.pdf,verified point-4 dose recovered from shifted markdown column; source Taifun_Forte__04.2-4885-1-2012__Taifun_Forte_mód_2026.02.10.md line 390
Delan SC,8360/76987-2/2025,alapengedely,borszőlő,peronoszpóra,gombaölő szer,"0,4 l/10000 m2 LFF* (max. 0,64 l/ha)",,,l/ha,15,15,ötleveles állapottól (BBCH 15) fürtzáródás végéig (BBCH 79),,4,7,,DelanSC_eng_20251125.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348142331es348148825&documentName=DelanSC_eng_20251125.pdf,verified special dose recovered verbatim from point 4; source Delan_SC__8360-76987-2-2025__DelanSC_eng_20251125.md line 135
Mevalone,8360/71578-1/2025,alapengedely,szőlő bor- és csemege,botrítiszes betegség (szürkepenész),gombaölő szer,"3,2 l/10000 m2 LFF* (max. 4,0 l/ha)",,,l/ha,70,70,bogyófejlődés kezdetétől (BBCH 70) fogyasztásra érettségig (BBCH 89),,4,7,,Mevalone_eng_20250724.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=347735106es347682149&documentName=Mevalone_eng_20250724.pdf,verified special dose recovered verbatim from point 4; source Mevalone__8360-71578-1-2025__Mevalone_eng_20250724.md line 135
Orondis Evo,6700/0043441-2/2024,alapengedely,komló,peronoszpóra,gombaölő szer,"0,5 l/10000 m2 LFF* (max. 1,0 l/ha)",,,l/ha,21,21,az első oldalhajtás pár megjelenésétől (BBCH 21) teljes érésig (BBCH 89),,2,12,,OrondisEvo_mod_20251015.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=347992855es347966636&documentName=OrondisEvo_mod_20251015.pdf,verified special dose recovered verbatim from point 4; source Orondis_Evo__6700-0043441-2-2024__OrondisEvo_mod_20251015.md line 402
Problad,6700/0098718-1/2024,alapengedely,"paradicsom, tojásgyümölcs hajtatott","botrítiszes betegség (szürkepenész), lisztharmat",gombaölő szer,"1,3 l/10000 m2 LFF* (max. 3.2 l/ha)",,,l/ha,20,20,oldalhajtások képződésének kezdetétől (BBCH 20) teljes érésig (BBCH 89),,6,7,,Problad_eng_2024113.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346208224es346208529&documentName=Problad_eng_2024113.pdf,verified special dose recovered verbatim from point 4; source Problad__6700-0098718-1-2024__Problad_eng_2024113.md line 171
Problad,6700/0098718-1/2024,alapengedely,paprika hajtatott,"botrítiszes betegség (szürkepenész), lisztharmat",gombaölő szer,"1,3 l/10000 m2 LFF* (max. 3.2 l/ha)",,,l/ha,20,20,oldalhajtások képződésének kezdetétől (BBCH 20) teljes érésig (BBCH 89),,6,7,,Problad_eng_2024113.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346208224es346208529&documentName=Problad_eng_2024113.pdf,verified special dose recovered verbatim from point 4; source Problad__6700-0098718-1-2024__Problad_eng_2024113.md line 296
Problad,6700/0098718-1/2024,alapengedely,"uborka, sárgadinnye (támrendszeres) hajtatott","botrítiszes betegség (szürkepenész), lisztharmat",gombaölő szer,"1,3 l/10000 m2 LFF* (max. 3.2 l/ha)",,,l/ha,20,20,oldalhajtások képződésének kezdetétől (BBCH 20) teljes érésig (BBCH 89),,6,7,,Problad_eng_2024113.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346208224es346208529&documentName=Problad_eng_2024113.pdf,verified special dose recovered verbatim from point 4; source Problad__6700-0098718-1-2024__Problad_eng_2024113.md line 297
Recudo,8360/43704-2/2025,alapengedely,szőlő bor- és csemege,peronoszpóra,gombaölő szer,"1,0 l/10000 m2 LFF* (max. 1,5 l/ha)",,,l/ha,15,15,az ötödik levél kiterülésétől (BBCH 15) zsendülésig (BBCH 85),,14,5,,Recudo_eng_20251124.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348142308es348078948&documentName=Recudo_eng_20251124.pdf,verified special dose recovered verbatim from point 4; source Recudo__8360-43704-2-2025__Recudo_eng_20251124.md line 139
Scala,02.5/11108-2/2010,alapengedely,"alma, körte, birs, naspolya",varasodás,gombaölő szer,"1,0 l/10000 m2 LFF* (max. 1,5 l/ha)",,,l/ha,10,10,egérfüles állapottól (BBCH 10) sziromhullás végéig (BBCH 69),,4,14,,Scala_mod_20260511.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=350182020es350111999&documentName=Scala_mod_20260511.pdf,verified special dose recovered verbatim from point 4; source Scala__02.5-11108-2-2010__Scala_mod_20260511.md line 305
Scala,02.5/11108-2/2010,alapengedely,"őszibarack, nektarin, kajszi, szilva, cseresznye, meggy","moníliás virág- és hajtáspusztulás, moníliás termésrothadás",gombaölő szer,"1,0 l/10000 m2 LFF* (max. 1,5 l/ha)",,,l/ha,55,55,virágrügyek megjelenésétől (BBCH 55) fogyasztásra érettségig (BBCH 89),,2,7,,Scala_mod_20260511.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=350182020es350111999&documentName=Scala_mod_20260511.pdf,verified special dose recovered verbatim from point 4; source Scala__02.5-11108-2-2010__Scala_mod_20260511.md line 307
Sercadis,04.2/8496-1/2016,alapengedely,"cseresznye, meggy, szilva, kajszibarack, őszibarack, nektarin","moníliás virág- és hajtáspusztulás, moníliás termésrothadás",gombaölő szer,"0,2 l/10000 m2 LFF* (max. 0,3 l/ha)",,,l/ha,57,57,piros/fehérbimbó s állapottól (BBCH 57) fogyasztásra érett állapotig (BBCH 89),,2,7,,Sercadis_mod_20250205.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346545558es346495050&documentName=Sercadis_mod_20250205.pdf,verified special dose recovered verbatim from point 4; source Sercadis__04.2-8496-1-2016__Sercadis_mod_20250205.md line 345
Upside,8360/46599-1/2025,alapengedely,szőlő bor- és csemege,peronoszpóra,gombaölő szer,"2,5 l/10000 m2 LFF* (max. 4,0 l/ha)",,,l/ m LFF*,13,13,harmadik levél kiterülésétől (BBCH 13) fürtzáródás végéig (BBCH 79),,8,7,,Upside_mód_20260324.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348776870es348775781&documentName=Upside_m%c3%b3d_20260324.pdf,verified special dose recovered verbatim from point 4; source Upside__8360-46599-1-2025__Upside_mód_20260324.md line 87
Banjo,6300/1691-1/2021,alapengedely,"lágyszárú dísznövények, fás szárú dísznövények szabadföldi és hajtatott","peronoszpóra, fitoftórás betegség",gombaölő szer,"0,04%",,,l/ha,,,n.k.*,,3,7,,Banjo_mod_20260505.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=350182026es350186805&documentName=Banjo_mod_20260505.pdf,verified special dose recovered verbatim from point 4; source Banjo__6300-1691-1-2021__Banjo_mod_20260505.md line 226
Fytosave,6700/0024165-1/2024,alapengedely,"lágyszárú dísznövények, fásszárú dísznövények szabadföldi és hajtatott",lisztharmat,gombaölő szer,"0,25%",,,l/ha,,,n.k.,,8,7,,Fytosave_eng_20240305.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=344905281es344945572&documentName=Fytosave_eng_20240305.pdf,verified special dose recovered verbatim from point 4; source Fytosave__6700-0024165-1-2024__Fytosave_eng_20240305.md line 382
Scala,02.5/11108-2/2010,alapengedely,paradicsom hajtatott,botrítiszes betegség (szürkepenész),gombaölő szer,"0,1%",,,l/ha,51,51,első virágbimbó megjelenésétől (BBCH 51) teljes érésig (BBCH 89),,2,7,,Scala_mod_20260511.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=350182020es350111999&documentName=Scala_mod_20260511.pdf,verified special dose recovered verbatim from point 4; source Scala__02.5-11108-2-2010__Scala_mod_20260511.md line 412
Scala,02.5/11108-2/2010,alapengedely,"uborka, cukkíni, sütőtök, spárgatök, patisszon, lopótök hajtatott",botrítiszes betegség (szürkepenész),gombaölő szer,"0,1-0,167%",,,l/ha,61,61,első virágok nyílásától (BBCH 61) teljes érésig (BBCH 89),,3,10,,Scala_mod_20260511.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=350182020es350111999&documentName=Scala_mod_20260511.pdf,verified special dose recovered verbatim from point 4; source Scala__02.5-11108-2-2010__Scala_mod_20260511.md line 413
Thiopron,6700/0055608-1/2024,alapengedely,komló,lisztharmat,gombaölő szer,"0,25%",,,l/ha,31,31,a támrendszer 10%-nak elérésétől (BBCH 31) 70%-os érésig (BBCH 49),,4,7,,Thiopron_mód_20251124.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348142307es348078947&documentName=Thiopron_m%c3%b3d_20251124.pdf,verified special dose recovered verbatim from point 4; source Thiopron__6700-0055608-1-2024__Thiopron_mód_20251124.md line 392
Thiopron,6700/0055608-1/2024,alapengedely,"lágyszárú dísznövények, fásszárú dísznövények szabadföldi és hajtatott",lisztharmat,gombaölő szer,"0,33%",,,l/ha,16,16,6 leveles állapottól (BBCH 16) bimbófejlődés végéig (BBCH 59),,12,7,,Thiopron_mód_20251124.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348142307es348078947&documentName=Thiopron_m%c3%b3d_20251124.pdf,verified special dose recovered verbatim from point 4; source Thiopron__6700-0055608-1-2024__Thiopron_mód_20251124.md line 444
Folicur Solo,24052/1997,alapengedely,alma,"lisztharmat, varasodás",gombaölő szer,"0,5*",,,l/ha,,,5,,4,14,,FolicurSolo_mód_p_20220914.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=328520936es328507592&documentName=FolicurSolo_m%c3%b3d_p_20220914.pdf,verified special dose recovered verbatim from point 4; source Folicur_Solo__24052-1997__FolicurSolo_mód_p_20220914.md line 378
Sacron WG,04.2/3785-1/2015,alapengedely,burgonya,burgonyavész,gombaölő szer,"0,22*",,,l/ha,21,21,első oldalhajtás megjelenésétől BBCH 21 Levélbarnulásig BBCH 95,,4,7,,Sacron_WG_mod_20250814publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=347759271es347775565&documentName=Sacron_WG_mod_20250814publikus.pdf,verified special dose recovered verbatim from point 4; source Sacron_WG__04.2-3785-1-2015__Sacron_WG_mod_20250814publikus.md line 196
Sivanto Prime,6300/368-1/2019,alapengedely,körte,körte- levélbolha,rovarölő szer,90%,,,l/ha,10,79,egérfüles állapot – 90%-os gyümölcsméret (BBCH 10-79),,1,,,Sivanto Prime_mod_75387_2_20251114_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348059236es348078925&documentName=Sivanto+Prime_mod_75387_2_20251114_publikus.pdf,verified special dose recovered verbatim from point 4; source Sivanto_Prime__6300-368-1-2019__Sivanto_Prime_mod_75387_2_20251114_publikus.md line 162
Sivanto Prime,6300/368-1/2019,alapengedely,"cseresznye, meggy",cseresznyelégy fajok,rovarölő szer,"0,9*",,,l/ha,69,85,teljes sziromhullás – fogyasztásra érettség (BBCH 69-85),,1,‒,,Sivanto Prime_mod_75387_2_20251114_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348059236es348078925&documentName=Sivanto+Prime_mod_75387_2_20251114_publikus.pdf,verified special dose recovered verbatim from point 4; source Sivanto_Prime__6300-368-1-2019__Sivanto_Prime_mod_75387_2_20251114_publikus.md line 272
Sivanto Prime,6300/368-1/2019,alapengedely,"szilva, kökényszilva","poloskaszagú szilvadarazsak, mandula- magdarázs",rovarölő szer,"0,9*",,,l/ha,69,85,teljes sziromhullás – fogyasztásra érettség (BBCH 69-85),,1,‒,,Sivanto Prime_mod_75387_2_20251114_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348059236es348078925&documentName=Sivanto+Prime_mod_75387_2_20251114_publikus.pdf,verified special dose recovered verbatim from point 4; source Sivanto_Prime__6300-368-1-2019__Sivanto_Prime_mod_75387_2_20251114_publikus.md line 274
Raptol HP,6700/0012084-2/2024,alapengedely,paradicsom (hajtatott),levéltetvek,rovarölő szer,"0,6 l/10000 m2 lombfelület (maximum 1,2 l/ha",,,l/ m lombfelület,18,89,8 leveles állapot ‒ teljes érés (BBCH 18-89),,2,5,,Raptol HP_eng_0012084_2_20241119_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291232es346268493&documentName=Raptol+HP_eng_0012084_2_20241119_publikus.pdf,verified special dose recovered verbatim from point 4; source Raptol_HP__6700-0012084-2-2024__Raptol_HP_eng_0012084_2_20241119_publikus.md line 222
Raptol HP,6700/0012084-2/2024,alapengedely,spárga (szabadföldi),"spárgabogarak, spárgapille",rovarölő szer,"0,6 l/10000 m2 lombfelület (maximum 1,2 l/ha",,,l/ m lombfelület,03,34,"kihajtás megindulása, spárgasípok megjelenése ‒ 4 látható szárköz (BBCH 03-34)",,2,5,,Raptol HP_eng_0012084_2_20241119_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291232es346268493&documentName=Raptol+HP_eng_0012084_2_20241119_publikus.pdf,verified special dose recovered verbatim from point 4; source Raptol_HP__6700-0012084-2-2024__Raptol_HP_eng_0012084_2_20241119_publikus.md line 434
Raptol HP,6700/0012084-2/2024,alapengedely,alma,bimbólikasztó bogár,rovarölő szer,"0,46 l/10000 m2 lombfelület (maximum 1,38 l/ha",,,l/ m lomb felület,03,10,levélrügy- duzzadás vége ‒ egérfüles állapot (BBCH 03-10),,2,5,,Raptol HP_eng_0012084_2_20241119_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291232es346268493&documentName=Raptol+HP_eng_0012084_2_20241119_publikus.pdf,verified special dose recovered verbatim from point 4; source Raptol_HP__6700-0012084-2-2024__Raptol_HP_eng_0012084_2_20241119_publikus.md line 691
Raptol HP,6700/0012084-2/2024,alapengedely,cseresznye,levéltetvek,rovarölő szer,"0,7 l/10000 m2 lombfelület (maximum 2,1 l/ha",,,l/ m lombfelület,59,89,sziromlabda állapot ‒ fogyasztásra érettség (BBCH 59-89),,2,5,,Raptol HP_eng_0012084_2_20241119_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291232es346268493&documentName=Raptol+HP_eng_0012084_2_20241119_publikus.pdf,verified special dose recovered verbatim from point 4; source Raptol_HP__6700-0012084-2-2024__Raptol_HP_eng_0012084_2_20241119_publikus.md line 693
Raptol HP,6700/0012084-2/2024,alapengedely,"málna, szeder, szedermálna, köszméte, piros ribiszke, fekete ribiszke, josta, fekete bodza","levéltetvek, levéldarazsak, lombrágó hernyók (kivéve aknázómolyok)",rovarölő szer,"1,0 l/10000 m2 lombfelület (maximum 1,05 l/ha",,,l/ m lomb felület,11,81,levélkiterülés kezdete ‒ érés kezdete (BBCH 11-81),,2,7,,Raptol HP_eng_0012084_2_20241119_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291232es346268493&documentName=Raptol+HP_eng_0012084_2_20241119_publikus.pdf,verified special dose recovered verbatim from point 4; source Raptol_HP__6700-0012084-2-2024__Raptol_HP_eng_0012084_2_20241119_publikus.md line 695
Betanal Tandem (er.név: Magic Tandem),04.2/433-1/2017,alapengedely,"cukorrépa, takarmányrépa",magról kelő kétszikű gyomnövények,gyomirtó szer,"osztott kezelés formájában: 1. kezelés: 1,5-2,0 l/ha 2. kezelés: 1,5-2,0 l/ha",,,l/ha,12,18,preemergensen alapkezelt répában: 2 leveles állapottól 8 leveles állapotig (BBCH 12-18),,2,7-10 nap,,Betanal Tandem_mód_2026.05.21.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=350182038es350186819&documentName=Betanal+Tandem_m%c3%b3d_2026.05.21.pdf,verified special dose recovered verbatim from point 4; source Betanal_Tandem_(er.név_Magic_Tandem)__04.2-433-1-2017__Betanal_Tandem_mód_2026.05.21.md line 243
Betanal Tandem (er.név: Magic Tandem),04.2/433-1/2017,alapengedely,"cukorrépa, takarmányrépa",magról kelő kétszikű gyomnövények,gyomirtó szer,"osztott kezelés formájában: 1. kezelés: 1,25 l/ha 2. kezelés: 1,5 l/ha 3. kezelés: 1,5 l/ha",,,l/ha,10,18,csak posztemergens technológia: szikleveles fejlettségtől 8 leveles állapotig (BBCH 10-18),,3,7-10 nap,,Betanal Tandem_mód_2026.05.21.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=350182038es350186819&documentName=Betanal+Tandem_m%c3%b3d_2026.05.21.pdf,verified special dose recovered verbatim from point 4; source Betanal_Tandem_(er.név_Magic_Tandem)__04.2-433-1-2017__Betanal_Tandem_mód_2026.05.21.md line 244
Betanal Tandem (er.név: Magic Tandem),04.2/433-1/2017,alapengedely,cékla,magról kelő kétszikű gyomnövények,gyomirtó szer,"osztott kezelés formájában: 1. kezelés: 1,25 l/ha 2. kezelés: 1,5 l/ha 3. kezelés: 1,5 l/ha",,,l/ha,10,18,szikleveles fejlettségtől 8 leveles állapotig (BBCH 10-18),,3,7-10 nap,,Betanal Tandem_mód_2026.05.21.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=350182038es350186819&documentName=Betanal+Tandem_m%c3%b3d_2026.05.21.pdf,verified special dose recovered verbatim from point 4; source Betanal_Tandem_(er.név_Magic_Tandem)__04.2-433-1-2017__Betanal_Tandem_mód_2026.05.21.md line 318
Bettix SC,6300/13506-1/2019,alapengedely,cukorrépa,magról kelő kétszikű gyomnövények,gyomirtó szer,"osztott kezelés formájában: 1. kezelés: 1,6 l/ha 2. kezelés: 1,7 l/ha 3. kezelés: 1,7 l/ha",,,l/ha,10,18,szikleveles fejlettségtől 8 leveles állapotig posztemergensen (BBCH 10-18),,3,6-14 nap,,Bettix SC_mód_20240325.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=345058281es345063430&documentName=Bettix+SC_m%c3%b3d_20240325.pdf,verified special dose recovered verbatim from point 4; source Bettix_SC__6300-13506-1-2019__Bettix_SC_mód_20240325.md line 215
Finex 700 SC,6700/25-1/2023,alapengedely,"cukorrépa, takarmányrépa",magról kelő kétszikű gyomnövények,gyomirtó szer,"osztott kezelés formájában: 1. kezelés: 2,0 l/ha 2. kezelés: 1,5 l/ha 3. kezelés: 1,5 l/ha",,,l/ha,00,18,"vetés után, kelés előtt (preemergensen), valamint kelés után (posztemergensen) szikleveles fejlettségtől 8 leveles állapotig (BBCH 00-18)",,3,6-14,,Finex_700_SC_mod_20250818publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=347800706es347801056&documentName=Finex_700_SC_mod_20250818publikus.pdf,verified special dose recovered verbatim from point 4; source Finex_700_SC__6700-25-1-2023__Finex_700_SC_mod_20250818publikus.md line 228
Goltix Gold,6300/1206-1/2020,alapengedely,"cukorrépa, takarmányrépa",magról kelő kétszikű gyomnövények,gyomirtó szer,"osztott kezelés formájában: 1. kezelés: 1,0 l/ha 2. kezelés: 2,0 l/ha 3. kezelés: 2,0 l/ha",,,l/ha,10,18,szikleveles fejlettségtől 8 leveles állapotig (BBCH 10-18),,3,7-14 nap,,Goltix_Gold_mod_20250317publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346682974es346683283&documentName=Goltix_Gold_mod_20250317publikus.pdf,verified special dose recovered verbatim from point 4; source Goltix_Gold__6300-1206-1-2020__Goltix_Gold_mod_20250317publikus.md line 215
Goltix Titan,04.2/4287-1/2017,alapengedely,Cukorrépa,magról kelő kétszikű gyomnövények,gyomirtó szer,"osztott kezelés formájában: 1. kezelés: 2,0 l/ha 2. kezelés: 2,0 l/ha 3. kezelés: 2,0 l/ha",,,l/ha,10,18,kelés után szikleveles fejlettségtől 8 leveles állapotig (BBCH 10-18),,3,5-10 nap,,Goltix Titan mod 2022.12.12 publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=329007181es329001398&documentName=Goltix+Titan+mod+2022.12.12+publikus.pdf,verified special dose recovered verbatim from point 4; source Goltix_Titan__04.2-4287-1-2017__Goltix_Titan_mod_2022.12.12_publikus.md line 219
Mitron 700 SC,6300/13368-1/2019,alapengedely,Cukorrépa,magról kelő kétszikű gyomnövények,gyomirtó szer,"osztott kezelés formájában: 1. kezelés: 1,0 l/ha 2. kezelés: 2,0 l/ha 3. kezelés: 2,0 l/ha",,,l/ha,10,18,szikleveles fejlettségtől 8 leveles állapotig (BBCH 10-18),,3,6-14 nap,,Mitron 700 SC_mód_20240326.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=345058288es345063437&documentName=Mitron+700+SC_m%c3%b3d_20240326.pdf,verified special dose recovered verbatim from point 4; source Mitron_700_SC__6300-13368-1-2019__Mitron_700_SC_mód_20240326.md line 210
Vextamitron,6300/1150-1/2021,alapengedely,"cukorrépa, takarmányrépa",magról kelő kétszikű gyomnövények,gyomirtó szer,"osztott kezelés formájában: 1. kezelés: 2,0 l/ha 2. kezelés: 1,5 l/ha 3. kezelés: 1,5 l/ha",,,l/ha,00,18,"vetés után, kelés előtt (preemergensen), valamint kelés után (posztemergensen) szikleveles fejlettségtől 8 leveles állapotig (BBCH 00-18)",,3,7,,Vextamitron 700 SC mód 2026.03.25.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348776854es348775763&documentName=Vextamitron+700+SC+m%c3%b3d+2026.03.25.pdf,verified special dose recovered verbatim from point 4; source Vextamitron__6300-1150-1-2021__Vextamitron_700_SC_mód_2026.03.25.md line 231
Lalstop G46 WG,8360/41958-1/2025,alapengedely,szőlő bor és csemege,botrítiszes betegség (szürkepenész),gombaölő szer,"0,17 kg/10000m2 LFF* (max. 0,2 kg/ha)",,,l/ha,67,67,70%-os virágzástól (BBCH 67) fogyasztásra érettségig (BBCH 89),,4,6,,LalstopG46WG_eng_20250429.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346901084es346927907&documentName=LalstopG46WG_eng_20250429.pdf,verified special dose recovered verbatim from point 4; source Lalstop_G46_WG__8360-41958-1-2025__LalstopG46WG_eng_20250429.md line 142
Vitisan SP,6300/39-1/2021,alapengedely,szőlő bor- és csemege,lisztharmat,gombaölő szer,"7,5 kg/10000m2 LFF* (max. 12,0 kg/ha)",,,l/ha,12,12,a második levél kiterülésétől (BBCH 12) zsendülésig (BBCH 85),,6,3,,Vitisan SP megújítás_51185-1_2025.06.17_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=347596429es347604164&documentName=Vitisan+SP+meg%c3%baj%c3%adt%c3%a1s_51185-1_2025.06.17_publikus.pdf,verified special dose recovered verbatim from point 4; source Vitisan_SP__6300-39-1-2021__Vitisan_SP_megújítás_51185-1_2025.06.17_publikus.md line 152
Vitisan SP,6300/39-1/2021,alapengedely,alma,"varasodás, lisztharmat",gombaölő szer,"4,2 kg/10000m2 LFF* (max. 7,5 kg/ha)",,,l/ha,10,10,egérfüles állapottól (BBCH 10) fajtára jellemző gyümölcsszín kialakulásáig (BBCH 85),,6,3,,Vitisan SP megújítás_51185-1_2025.06.17_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=347596429es347604164&documentName=Vitisan+SP+meg%c3%baj%c3%adt%c3%a1s_51185-1_2025.06.17_publikus.pdf,verified special dose recovered verbatim from point 4; source Vitisan_SP__6300-39-1-2021__Vitisan_SP_megújítás_51185-1_2025.06.17_publikus.md line 153
Cuprozin Progress,6300/776-1/2019,alapengedely,"Alma- termésűek (alma, körte, birs, naspolya)",ventúriás varasodások,gombaölő szer,"0,5 – 0,25 l/ha/m lombkorona",,,max l/ha/m lombkor ona,03,03,levélrügy duzzadás vége (rügypattanás előtt közvetlenül) (BBCH 03) – sziromlabda állapot (BBCH 59),,8,14,,Cuprozin Progress_mód_20240220.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=344859768es344860272&documentName=Cuprozin+Progress_m%c3%b3d_20240220.pdf,verified special dose recovered verbatim from point 4; source Cuprozin_Progress__6300-776-1-2019__Cuprozin_Progress_mód_20240220.md line 278
Cuprozin Progress,6300/776-1/2019,alapengedely,"Alma- termésűek (alma, körte, birs, naspolya)",gombás és baktériumos ágelhalás,gombaölő szer,"1,0 l/ha/m lombkorona",,,max l/ha/m lombkor ona,90,90,betakarítás után (BBCH 90) - teljes lombhullás (nyugalmi állapot) (BBCH 97),,8,21,,Cuprozin Progress_mód_20240220.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=344859768es344860272&documentName=Cuprozin+Progress_m%c3%b3d_20240220.pdf,verified special dose recovered verbatim from point 4; source Cuprozin_Progress__6300-776-1-2019__Cuprozin_Progress_mód_20240220.md line 280
Cuprozin Progress,6300/776-1/2019,alapengedely,"Csonthéjasok (őszibarack, nektarin, kajszibarack, szilva, cseresznye, meggy)",tafrinás betegség sztigminás betegség (levéllyukacsosodás) blumeriellás betegség egyéb levélfoltosságok,gombaölő szer,"1,4 l/ha/m lombkorona",,,max l/ha/m lombkor ona,90,90,betakarítás után (BBCH 90) – sziromlabda állapot (késői pirosbimbó ill. késői fehérbimbó) (BBCH 59),,3,7,,Cuprozin Progress_mód_20240220.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=344859768es344860272&documentName=Cuprozin+Progress_m%c3%b3d_20240220.pdf,verified special dose recovered verbatim from point 4; source Cuprozin_Progress__6300-776-1-2019__Cuprozin_Progress_mód_20240220.md line 281
Cuprozin Progress,6300/776-1/2019,alapengedely,Dió,baktériumos betegségek,gombaölő szer,"1,4 l/ha/m lombkorona",,,max l/ha/m lombkor ona,1,1,rügyduzzadás (BBCH 1) - két héttel a termés betakarítása előtti állapot (BBCH 84),,3,7,,Cuprozin Progress_mód_20240220.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=344859768es344860272&documentName=Cuprozin+Progress_m%c3%b3d_20240220.pdf,verified special dose recovered verbatim from point 4; source Cuprozin_Progress__6300-776-1-2019__Cuprozin_Progress_mód_20240220.md line 681
